timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent
,,,,,,53848,59,,,
,,,,,,53908,60,,,
,,,,,,53968,61,,,
,,,,,,54028,65,,,
2024-05-01T10:53:00.000Z,,,,sedentary,,,,3,,
,,,,,,54088,62,,,
2024-05-01T10:54:00.000Z,,,,sedentary,,,,0,,
,,,,,,54148,63,,,
,,,,,,54208,69,,,
,,,,,,54268,68,,,
,,,,,,54328,59,,,
,,,,,,54388,61,,,
,,,,,,54448,64,,,
2024-05-01T11:00:00.000Z,,,,sedentary,,,,4,,
,,,,,,54508,61,,,
,,,,,,54568,59,,,
,,,,,,54628,57,,,
,,,,,,54688,64,,,
,,,,,,54748,59,,,
,,,,,,54808,55,,,
,,,,,,54868,58,,,
,,,,,,54928,57,,,
,,,,,,54988,59,,,
2024-05-01T11:10:00.000Z,,,,sedentary,,,,3,,
,,,,,,55108,61,,,
,,,,,,55168,60,,,
2024-05-01T11:12:00.000Z,,,,sedentary,,,,0,,
,,,,,,55228,59,,,
,,,,,,55288,65,,,
2024-05-01T11:14:00.000Z,,,,sedentary,,,,2,,
2024-05-01T11:15:00.000Z,,,,sedentary,,,,0,,
,,,,,,55408,62,,,
2024-05-01T11:16:00.000Z,,,,sedentary,,,,1,,
,,,,,,55468,57,,,
2024-05-01T11:17:00.000Z,,,,sedentary,,,,0,,
,,,,,,55528,63,,,
,,,,,,55588,58,,,
,,,,,,55648,62,,,
2024-05-01T11:20:00.000Z,,,,sedentary,,,,3,,
,,,,,,55708,67,,,
,,,,,,55768,58,,,
2024-05-01T11:22:00.000Z,,,,sedentary,,,,0,,
,,,,,,55828,55,,,
2024-05-01T11:23:00.000Z,,,,sedentary,,,,1,,
,,,,,,55888,59,,,
,,,,,,55948,55,,,
2024-05-01T11:26:00.000Z,,,,sedentary,,,,0,,
,,,,,,56068,60,,,
2024-05-01T11:27:00.000Z,,,,sedentary,,,,3,,
,,,,,,56128,61,,,
,,,,,,56188,58,,,
2024-05-01T11:29:00.000Z,,,,sedentary,,,,0,,
,,,,,,56248,60,,,
,,,,,,56368,58,,,
,,,,,,56428,63,,,
,,,,,,56488,65,,,
,,,,,,56548,69,,,
,,,,,,56608,62,,,
,,,,,,56668,60,,,
,,,,,,56788,66,,,
,,,,,,56848,64,,,
,,,,,,56908,63,,,
,,,,,,56968,64,,,
,,,,,,57028,62,,,
,,,,,,57088,63,,,
,,,,,,57148,60,,,
,,,,,,57208,59,,,
,,,,,,57268,61,,,
,,,,,,57388,63,,,
,,,,,,57448,59,,,
,,,,,,57508,67,,,
,,,,,,57568,64,,,
,,,,,,57628,65,,,
,,,,,,57688,73,,,
,,,,,,57748,58,,,
,,,,,,57808,56,,,
,,,,,,57868,59,,,
,,,,,,57928,63,,,
2024-05-01T11:58:00.000Z,,,,sedentary,,,,4,,
,,,,,,57988,68,,,
2024-05-01T11:59:00.000Z,,,,sedentary,,,,0,,
,,,,,,58048,63,,,
2024-05-01T12:00:00.000Z,,,,sedentary,,,,2,,
,,,,,,58168,68,,,
,,,,,,58228,62,,,
2024-05-01T12:03:00.000Z,,,,sedentary,,,,3,,
,,,,,,58288,60,,,
,,,,,,58348,57,,,
,,,,,,58408,53,,,
2024-05-01T12:06:00.000Z,,,,sedentary,,,,0,,
,,,,,,58468,59,,,
,,,,,,58528,63,,,
,,,,,,58588,62,,,
,,,,,,58648,59,,,
,,,,,,58768,64,,,
,,,,,,58828,60,,,
,,,,,,58888,58,,,
,,,,,,58948,64,,,
,,,,,,59008,58,,,
,,,,,,59068,57,,,
2024-05-01T12:17:00.000Z,,,,sedentary,,,,3,,
,,,,,,59128,58,,,
2024-05-01T12:18:00.000Z,,,,sedentary,,,,0,,
,,,,,,59188,56,,,
,,218,85.000,walking,1,59188,,2,,
,,,,,,59248,67,,,
,,,,,,59308,72,,,
2024-05-01T12:21:00.000Z,,,,sedentary,,,,5,,
,,,,,,59368,70,,,
,,231,92.000,walking,1,59368,,1,,
,,,,,,59428,72,,,
,,,,,,59488,62,,,
,,,,,,59548,63,,,
2024-05-01T12:25:00.000Z,,,,sedentary,,,,4,,
,,,,,,59608,56,,,
2024-05-01T12:26:00.000Z,,,,sedentary,,,,0,,
,,,,,,59668,57,,,
,,,,,,59728,60,,,
,,,,,,59788,62,,,
,,,,,,59848,63,,,
,,,,,,59968,59,,,
,,,,,,60028,55,,,
,,,,,,60088,52,,,
,,,,,,60148,55,,,
,,,,,,60208,56,,,
,,,,,,60268,54,,,
,,,,,,60328,52,,,
,,,,,,60448,56,,,
,,,,,,60508,52,,,
2024-05-01T12:41:00.000Z,,,,sedentary,,,,3,,
,,,,,,60568,50,,,
2024-05-01T12:42:00.000Z,,,,sedentary,,,,0,,
,,,,,,60628,53,,,
,,,,,,60688,59,,,
2024-05-01T12:44:00.000Z,,,,sedentary,,,,4,,
,,,,,,60748,52,,,
,,,,,,60808,54,,,
2024-05-01T12:46:00.000Z,,,,sedentary,,,,0,,
,,,,,,60868,52,,,
2024-05-01T12:47:00.000Z,,,,sedentary,,,,2,,
,,,,,,60928,53,,,
,,,,,,60988,52,,,
,,,,,,61228,53,,,
,,,,,,61288,55,,,
,,,,,,61348,53,,,
,,,,,,61528,54,,,
,,,,,,61648,55,,,
2024-05-01T13:00:00.000Z,,,,sedentary,,,,0,,
2024-05-01T13:01:00.000Z,,,,sedentary,,,,2,,
,,,,,,61888,53,,,
,,,,,,61948,55,,,
2024-05-01T13:05:00.000Z,,,,sedentary,,,,0,,
,,,,,,62008,54,,,
,,,,,,62068,67,,,
,,,,,,62128,63,,,
,,,,,,62188,68,,,
,,,,,,62248,61,,,
,,,,,,62308,63,,,
,,,,,,62368,59,,,
,,,,,,62428,55,,,
,,,,,,62488,65,,,
,,,,,,62548,56,,,
,,,,,,62608,54,,,
,,,,,,62668,55,,,
,,,,,,62728,56,,,
,,,,,,62788,55,,,
,,,,,,62848,60,,,
,,,,,,62908,67,,,
2024-05-01T13:21:00.000Z,,,,sedentary,,,,4,,
,,,,,,62968,68,,,
2024-05-01T13:22:00.000Z,,,,sedentary,,,,0,,
,,,,,,63028,64,,,
,,,,,,63088,61,,,
,,,,,,63148,56,,,
,,,,,,63208,61,,,
2024-05-01T13:26:00.000Z,,,,sedentary,,,,3,,
,,,,,,63268,54,,,
2024-05-01T13:27:00.000Z,,,,sedentary,,,,0,,
,,,,,,63328,49,,,
,,,,,,63448,51,,,
,,,,,,63508,52,,,
,,,,,,63628,54,,,
,,,,,,63688,60,,,
,,,,,,63748,72,,,
,,,,,,63808,56,,,
,,,,,,63868,52,,,
,,,,,,63928,49,,,
,,,,,,63988,55,,,
,,,,,,64048,57,,,
,,,,,,64108,59,,,
,,,,,,64168,58,,,
,,,,,,64228,55,,,
,,,,,,64288,53,,,
,,,,,,64348,62,,,
,,,,,,64408,64,,,
,,,,,,64468,74,,,
,,,,,,64528,73,,,
,,,,,,64588,56,,,
,,,,,,64648,63,,,
,,,,,,64768,51,,,
,,,,,,64828,50,,,
,,,,,,64888,54,,,
,,,,,,64948,51,,,
,,,,,,65008,52,,,
,,,,,,65128,61,,,
,,,,,,65188,60,,,
,,,,,,65248,58,,,
2024-05-01T14:00:00.000Z,,,,sedentary,,,,3,,
,,,,,,65308,54,,,
,,,,,,65368,55,,,
,,,,,,65428,58,,,
,,,,,,65488,55,,,
,,,,,,12,54,,,
,,,,,,72,61,,,
,,,,,,132,51,,,
,,,,,,192,53,,,
,,,,,,252,55,,,
,,,,,,312,54,,,
,,,,,,372,62,,,
,,,,,,432,55,,,
,,,,,,492,56,,,
,,,,,,552,54,,,
,,,,,,612,56,,,
,,,,,,672,53,,,
,,,,,,732,57,,,
,,,,,,792,54,,,
,,,,,,852,53,,,
,,,,,,912,55,,,
,,,,,,1032,53,,,
,,,,,,1092,56,,,
,,,,,,1272,54,,,
2024-05-01T14:26:00.000Z,,,,sedentary,,,,3,,
,,,,,,1332,59,,,
,,245,99.000,walking,1,1332,,1,,
,,,,,,1392,68,,,
2024-05-01T14:28:00.000Z,,,,sedentary,,,,5,,
,,,,,,1452,61,,,
,,260,103.000,walking,1,1452,,1,,
,,,,,,1512,64,,,
,,,,,,1572,62,,,
,,,,,,1632,57,,,
,,,,,,1752,55,,,
,,,,,,1812,57,,,
,,,,,,1872,61,,,
2024-05-01T14:36:00.000Z,,,,sedentary,,,,4,,
,,,,,,1932,65,,,
,,273,107.000,walking,1,1932,,2,,
,,,,,,1992,67,,,
,,,,,,2052,61,,,
2024-05-01T14:39:00.000Z,,,,sedentary,,,,4,,
,,,,,,2112,57,,,
,,299,113.000,walking,1,2112,,2,,
,,,,,,2172,63,,,
,,,,,,2232,57,,,
,,,,,,2292,53,,,
2024-05-01T14:43:00.000Z,,,,sedentary,,,,3,,
,,,,,,2412,60,,,
2024-05-01T14:45:00.000Z,,,,sedentary,,,,0,,
,,,,,,2472,62,,,
,,,,,,2532,59,,,
2024-05-01T14:47:00.000Z,,,,sedentary,,,,3,,
,,,,,,2592,60,,,
,,314,120.000,walking,1,2592,,1,,
,,,,,,2652,61,,,
,,,,,,2712,59,,,
,,,,,,2772,63,,,
,,,,,,2832,54,,,
,,,,,,2892,53,,,
2024-05-01T14:53:00.000Z,,,,sedentary,,,,4,,
,,,,,,2952,56,,,
2024-05-01T14:54:00.000Z,,,,sedentary,,,,0,,
,,,,,,3012,57,,,
,,,,,,3072,55,,,
,,,,,,3132,58,,,
,,,,,,3192,59,,,
,,,,,,3252,52,,,
,,,,,,3312,61,,,
2024-05-01T15:00:00.000Z,,,,sedentary,,,,3,,
,,,,,,3372,52,,,
,,,,,,3432,51,,,
,,,,,,3492,61,,,
,,,,,,3552,52,,,
,,,,,,3612,53,,,
,,,,,,3672,58,,,
,,,,,,3732,57,,,
2024-05-01T15:07:00.000Z,,,,sedentary,,,,3,,
,,,,,,3792,67,,,
,,331,125.000,walking,1,3792,,2,,
,,,,,,3852,77,,,
2024-05-01T15:09:00.000Z,,,,sedentary,,,,3,,
,,,,,,3912,73,,,
2024-05-01T15:10:00.000Z,,,,sedentary,,,,0,,
,,,,,,3972,68,,,
,,,,,,4032,67,,,
,,,,,,4092,80,,,
,,,,,,4152,83,,,
,,,,,,4212,86,,,
2024-05-01T15:15:00.000Z,,,,sedentary,,,,6,,
,,,,,,4272,88,,,
,,350,135.000,walking,2,4272,,1,,
,,,,,,4332,90,,,
,,,,,,4392,91,,,
,,,,,,4452,89,,,
2024-05-01T15:20:00.000Z,,,,sedentary,,,,6,,
,,,,,,4572,84,,,
,,374,145.000,walking,2,4572,,1,,
,,,,,,4632,83,,,
,,,,,,4692,71,,,
,,,,,,4752,66,,,
,,,,,,4812,60,,,
,,,,,,4872,50,,,
,,,,,,4932,52,,,
,,,,,,4992,56,,,
2024-05-01T15:28:00.000Z,,,,sedentary,,,,4,,
,,,,,,5052,55,,,
2024-05-01T15:29:00.000Z,,,,sedentary,,,,0,,
,,,,,,5112,58,,,
2024-05-01T15:31:00.000Z,,,,sedentary,,,,3,,
,,,,,,5232,48,,,
,,,,,,5292,49,,,
2024-05-01T15:33:00.000Z,,,,sedentary,,,,0,,
,,,,,,5352,51,,,
,,,,,,5412,55,,,
,,,,,,5472,53,,,
,,,,,,5532,51,,,
,,,,,,5652,61,,,
,,,,,,5712,64,,,
,,,,,,5772,47,,,
,,,,,,5832,53,,,
,,,,,,5892,54,,,
,,,,,,5952,56,,,
,,,,,,6012,48,,,
,,,,,,6072,47,,,
,,,,,,6132,50,,,
,,,,,,6192,57,,,
,,,,,,6252,58,,,
,,,,,,6312,56,,,
,,,,,,6372,55,,,
,,,,,,6432,49,,,
2024-05-01T15:52:00.000Z,,,,sedentary,,,,3,,
,,,,,,6492,51,,,
2024-05-01T15:53:00.000Z,,,,sedentary,,,,0,,
,,,,,,6552,52,,,
,,,,,,6612,67,,,
,,,,,,6672,66,,,
,,,,,,6732,65,,,
,,,,,,6792,64,,,
,,,,,,6852,55,,,
,,,,,,6912,52,,,
2024-05-01T16:00:00.000Z,,,,sedentary,,,,3,,
,,,,,,6972,51,,,
,,,,,,7032,49,,,
2024-05-01T16:03:00.000Z,,,,sedentary,,,,3,,
,,,,,,7152,51,,,
,,392,153.000,walking,2,7152,,1,,
,,,,,,7212,56,,,
,,,,,,7272,50,,,
2024-05-01T16:06:00.000Z,,,,sedentary,,,,3,,
,,,,,,7332,57,,,
,,409,157.000,walking,2,7332,,2,,
,,,,,,7392,74,,,
,,,,,,7452,72,,,
2024-05-01T16:09:00.000Z,,,,sedentary,,,,5,,
,,,,,,7512,73,,,
,,455,179.000,walking,3,7512,,2,,
,,,,,,7572,80,,,
,,,,,,7632,79,,,
,,,,,,7692,73,,,
2024-05-01T16:13:00.000Z,,,,sedentary,,,,5,,
,,,,,,7752,77,,,
,,469,186.000,walking,3,7752,,0,,
,,,,,,7872,79,,,
2024-05-01T16:16:00.000Z,,,,sedentary,,,,6,,
,,,,,,7932,82,,,
,,,,,,7992,86,,,
,,543,215.000,walking,4,7992,,2,,
,,,,,,8052,88,,,
2024-05-01T16:19:00.000Z,,,,sedentary,,,,4,,
,,,,,,8112,71,,,
,,550,217.000,walking,4,8112,,1,,
,,,,,,8172,70,,,
,,,,,,8232,69,,,
,,,,,,8292,70,,,
,,,,,,8412,58,,,
,,,,,,8532,62,,,
,,,,,,8592,61,,,
,,,,,,8652,58,,,
,,,,,,8712,57,,,
,,,,,,8832,64,,,
,,,,,,8892,70,,,
,,,,,,8952,62,,,
,,,,,,9072,59,,,
2024-05-01T16:36:00.000Z,,,,sedentary,,,,3,,
,,,,,,9132,58,,,
,,562,223.000,walking,4,9132,,1,,
,,,,,,9192,68,,,
,,,,,,9252,77,,,
,,,,,,9312,71,,,
,,,,,,9372,73,,,
,,,,,,9432,77,,,
,,,,,,9492,71,,,
2024-05-01T16:43:00.000Z,,,,sedentary,,,,4,,
,,,,,,9552,64,,,
2024-05-01T16:44:00.000Z,,,,sedentary,,,,0,,
,,,,,,9612,60,,,
,,,,,,9672,68,,,
,,,,,,9792,61,,,
,,,,,,9852,65,,,
,,,,,,9912,64,,,
,,,,,,9972,75,,,
,,,,,,10032,63,,,
,,,,,,10152,59,,,
,,,,,,10212,60,,,
,,,,,,10272,65,,,
,,,,,,10392,63,,,
,,,,,,10452,62,,,
,,,,,,10512,65,,,
2024-05-01T17:00:00.000Z,,,,sedentary,,,,3,,
,,,,,,10572,64,,,
,,,,,,10632,61,,,
,,,,,,10692,60,,,
2024-05-01T17:03:00.000Z,,,,sedentary,,,,2,,
,,,,,,10752,66,,,
,,,,,,10812,64,,,
2024-05-01T17:05:00.000Z,,,,sedentary,,,,0,,
2024-05-01T17:06:00.000Z,,,,sedentary,,,,3,,
,,,,,,10932,69,,,
,,,,,,10992,75,,,
,,584,229.000,walking,4,10992,,2,,
,,,,,,11052,87,,,
,,,,,,11112,84,,,
,,,,,,11172,85,,,
2024-05-01T17:11:00.000Z,,,,sedentary,,,,5,,
,,,,,,11232,80,,,
,,,,,,11292,81,,,
,,609,238.000,walking,4,11292,,2,,
,,,,,,11352,86,,,
2024-05-01T17:14:00.000Z,,,,sedentary,,,,7,,
,,,,,,11412,92,,,
,,620,242.000,walking,4,11412,,0,,
,,,,,,11472,87,,,
,,,,,,11532,93,,,
,,661,253.000,walking,5,11532,,2,,
,,,,,,11592,94,,,
2024-05-01T17:18:00.000Z,,,,sedentary,,,,6,,
,,,,,,11652,95,,,
,,690,264.000,walking,5,11652,,1,,
,,,,,,11712,87,,,
,,,,,,11772,86,,,
2024-05-01T17:21:00.000Z,,,,sedentary,,,,6,,
,,,,,,11832,85,,,
,,,,,,11892,84,,,
,,,,,,11952,83,,,
,,766,285.000,walking,6,11952,,4,,
,,,,,,12012,85,,,
2024-05-01T17:25:00.000Z,,,,sedentary,,,,6,,
,,,,,,12072,86,,,
,,781,290.000,walking,6,12072,,2,,
,,,,,,12132,91,,,
2024-05-01T17:27:00.000Z,,,,sedentary,,,,5,,
,,,,,,12192,94,,,
,,,,,,12252,96,,,
,,,,,,12312,87,,,
,,871,331.000,walking,8,12312,,3,,
,,,,,,12432,84,,,
,,,,,,12492,68,,,
,,,,,,12552,71,,,
,,,,,,12612,62,,,
,,,,,,12672,64,,,
2024-05-01T17:36:00.000Z,,,,sedentary,,,,5,,
,,,,,,12732,68,,,
,,884,336.000,walking,8,12732,,1,,
,,,,,,12792,78,,,
,,,,,,12852,67,,,
,,,,,,12972,65,,,
,,,,,,13032,72,,,
,,,,,,13092,63,,,
,,,,,,13152,66,,,
,,,,,,13212,69,,,
,,,,,,13272,66,,,
,,,,,,13332,64,,,
,,,,,,13392,71,,,
,,,,,,13452,70,,,
,,,,,,13512,63,,,
,,,,,,13632,62,,,
,,,,,,13692,61,,,
,,,,,,13752,57,,,
,,,,,,13812,55,,,
,,,,,,13872,61,,,
,,,,,,13932,66,,,
2024-05-01T17:57:00.000Z,,,,sedentary,,,,3,,
,,,,,,13992,68,,,
,,899,340.000,walking,8,13992,,2,,
,,,,,,14052,67,,,
2024-05-01T17:59:00.000Z,,,,sedentary,,,,4,,
,,,,,,14112,69,,,
,,909,341.000,walking,8,14112,,2,,
,,,,,,14172,73,,,
2024-05-01T18:01:00.000Z,,,,sedentary,,,,4,,
,,,,,,14232,62,,,
,,920,344.000,walking,8,14232,,2,,
,,,,,,14292,58,,,
,,,,,,14352,63,,,
2024-05-01T18:04:00.000Z,,,,sedentary,,,,4,,
,,,,,,14412,67,,,
,,,,,,14472,71,,,
,,953,359.000,walking,8,14472,,2,,
,,,,,,14592,69,,,
,,,,,,14652,70,,,
,,,,,,14712,71,,,
,,,,,,14772,65,,,
,,,,,,14832,67,,,
,,,,,,14892,66,,,
,,,,,,14952,70,,,
,,,,,,15012,77,,,
,,,,,,15072,79,,,
,,,,,,15132,74,,,
,,,,,,15192,75,,,
,,,,,,15252,72,,,
,,,,,,15312,71,,,
,,,,,,15372,68,,,
,,,,,,15432,75,,,
,,,,,,15492,81,,,
,,,,,,15552,79,,,
,,,,,,15612,73,,,
,,,,,,15672,69,,,
2024-05-01T18:26:00.000Z,,,,sedentary,,,,4,,
,,,,,,15732,86,,,
,,,,,,15792,92,,,
,,1082,408.000,walking,12,15792,,4,,
,,,,,,15852,94,,,
,,,,,,15912,91,,,
2024-05-01T18:30:00.000Z,,,,sedentary,,,,6,,
,,,,,,15972,92,,,
,,1103,415.000,walking,12,15972,,3,,
,,,,,,16032,90,,,
,,,,,,16092,76,,,
2024-05-01T18:33:00.000Z,,,,sedentary,,,,5,,
,,,,,,16152,70,,,
,,1116,418.000,walking,12,16152,,2,,
,,,,,,16212,72,,,
2024-05-01T18:35:00.000Z,,,,sedentary,,,,4,,
,,,,,,16272,70,,,
,,,,,,16332,76,,,
,,,,,,16392,77,,,
,,1138,424.000,walking,12,16392,,1,,
,,,,,,16452,84,,,
,,,,,,16512,80,,,
,,,,,,16572,75,,,
2024-05-01T18:41:00.000Z,,,,sedentary,,,,6,,
,,,,,,16632,85,,,
,,1161,433.000,walking,12,16632,,2,,
,,,,,,16692,80,,,
,,,,,,16752,66,,,
,,,,,,16812,64,,,
,,,,,,16872,74,,,
2024-05-01T18:46:00.000Z,,,,sedentary,,,,5,,
,,,,,,16932,75,,,
,,,,,,16992,70,,,
2024-05-01T18:48:00.000Z,,,,sedentary,,,,0,,
,,,,,,17052,67,,,
,,,,,,17112,61,,,
2024-05-01T18:51:00.000Z,,,,sedentary,,,,3,,
,,,,,,17232,62,,,
2024-05-01T18:52:00.000Z,,,,sedentary,,,,0,,
,,,,,,17292,57,,,
,,,,,,17352,60,,,
2024-05-01T18:54:00.000Z,,,,sedentary,,,,5,,
,,,,,,17412,72,,,
,,1169,434.000,walking,12,17412,,1,,
,,,,,,17472,83,,,
2024-05-01T18:56:00.000Z,,,,sedentary,,,,5,,
,,,,,,17532,87,,,
,,1188,443.000,walking,12,17532,,1,,
,,,,,,17592,83,,,
2024-05-01T18:58:00.000Z,,,,sedentary,,,,4,,
,,,,,,17652,81,,,
,,1203,450.000,walking,13,17652,,1,,
,,,,,,17712,84,,,
2024-05-01T19:00:00.000Z,,,,sedentary,,,,4,,
,,,,,,17772,82,,,
2024-05-01T19:01:00.000Z,,,,sedentary,,,,4,,
,,,,,,17832,80,,,
,,,,,,17892,85,,,
,,,,,,17952,86,,,
,,1242,465.000,walking,13,17952,,1,,
,,,,,,18012,88,,,
,,,,,,18072,75,,,
,,,,,,18132,66,,,
2024-05-01T19:07:00.000Z,,,,sedentary,,,,4,,
,,,,,,18192,74,,,
,,1259,471.000,walking,13,18192,,2,,
,,,,,,18252,84,,,
,,,,,,18312,74,,,
,,,,,,18372,76,,,
,,,,,,18432,78,,,
,,,,,,18492,73,,,
,,,,,,18552,76,,,
2024-05-01T19:14:00.000Z,,,,sedentary,,,,4,,
,,,,,,18612,82,,,
,,1272,475.000,walking,13,18612,,2,,
,,,,,,18672,92,,,
,,,,,,18732,80,,,
,,,,,,18792,77,,,
,,,,,,18852,75,,,
,,,,,,18972,83,,,
,,,,,,19032,84,,,
,,,,,,19092,79,,,
,,,,,,19152,74,,,
,,,,,,19212,79,,,
,,,,,,19272,76,,,
,,,,,,19332,81,,,
,,,,,,19392,85,,,
,,,,,,19452,77,,,
,,,,,,19512,84,,,
,,,,,,19572,73,,,
,,,,,,19632,69,,,
,,,,,,19692,66,,,
,,,,,,19752,68,,,
2024-05-01T19:34:00.000Z,,,,sedentary,,,,4,,
,,,,,,19812,69,,,
2024-05-01T19:35:00.000Z,,,,sedentary,,,,0,,
,,,,,,19872,66,,,
,,,,,,19932,70,,,
,,,,,,19992,75,,,
,,1297,482.000,walking,13,19992,,1,,
,,,,,,20052,80,,,
,,,,,,20172,73,,,
,,,,,,20232,68,,,
2024-05-01T19:42:00.000Z,,,,sedentary,,,,5,,
,,,,,,20292,77,,,
,,,,,,20352,84,,,
,,,,,,20412,67,,,
,,1320,488.000,walking,13,20412,,0,,
,,,,,,20472,74,,,
,,,,,,20514,,,,3.048
,,,,,,20532,78,,,
,,1366,515.000,walking,14,20532,,0,,
,,,,,,20592,85,,,
,,,,,,20652,73,,,
2024-05-01T19:49:00.000Z,,,,sedentary,,,,3,,
,,,,,,20704,,,,3.048
,,,,,,20712,66,,,
,,1409,542.000,walking,14,20712,,1,,
,,,,,,20772,78,,,
,,,,,,20832,79,,,
2024-05-01T19:52:00.000Z,,,,sedentary,,,,6,,
,,,,,,20892,80,,,
,,1432,552.000,walking,15,20892,,2,,
,,,,,,20952,86,,,
,,,,,,21012,88,,,
,,,,,,21072,89,,,
,,,,,,21132,88,,,
2024-05-01T19:57:00.000Z,,,,sedentary,,,,6,,
,,,,,,21192,92,,,
,,1458,565.000,walking,15,21192,,2,,
,,,,,,21252,88,,,
,,,,,,21312,89,,,
2024-05-01T20:00:00.000Z,,,,sedentary,,,,5,,
,,,,,,21372,86,,,
2024-05-01T20:01:00.000Z,,,,sedentary,,,,4,,
,,,,,,21432,76,,,
,,1469,571.000,walking,15,21432,,0,,
,,,,,,21492,75,,,
,,,,,,21552,67,,,
2024-05-01T20:04:00.000Z,,,,sedentary,,,,4,,
,,,,,,21612,70,,,
,,,,,,21672,88,,,
,,1524,589.000,walking,15,21672,,2,,
,,,,,,21792,85,,,
2024-05-01T20:08:00.000Z,,,,sedentary,,,,4,,
,,,,,,21852,87,,,
,,,,,,21912,91,,,
,,1568,604.000,walking,16,21912,,2,,
,,,,,,21972,93,,,
,,,,,,22032,97,,,
2024-05-01T20:12:00.000Z,,,,sedentary,,,,5,,
,,,,,,22092,99,,,
,,,,,,22212,88,,,
,,1662,632.000,walking,17,22212,,4,,
,,,,,,22272,91,,,
,,,,,,22332,92,,,
,,,,,,22392,86,,,
,,,,,,22452,77,,,
,,,,,,22512,79,,,
,,,,,,22572,71,,,
,,,,,,22632,68,,,
,,,,,,22692,67,,,
,,,,,,22752,65,,,
,,,,,,22872,63,,,
,,,,,,22932,65,,,
,,,,,,22992,64,,,
,,,,,,23052,69,,,
,,,,,,23112,66,,,
,,,,,,23172,64,,,
,,,,,,23232,62,,,
,,,,,,23292,69,,,
,,,,,,23352,60,,,
,,,,,,23412,62,,,
,,,,,,23472,68,,,
,,,,,,23592,61,,,
,,,,,,23652,65,,,
,,,,,,23712,58,,,
,,,,,,23772,60,,,
,,,,,,23832,62,,,
,,,,,,23892,61,,,
,,,,,,23952,59,,,
,,,,,,24012,64,,,
,,,,,,24072,65,,,
,,,,,,24132,66,,,
,,,,,,24192,63,,,
,,,,,,24252,68,,,
2024-05-01T20:49:00.000Z,,,,sedentary,,,,4,,
,,,,,,24312,62,,,
2024-05-01T20:50:00.000Z,,,,sedentary,,,,0,,
,,,,,,24372,58,,,
2024-05-01T20:51:00.000Z,,,,sedentary,,,,2,,
,,,,,,24432,54,,,
2024-05-01T20:52:00.000Z,,,,sedentary,,,,0,,
,,,,,,24492,58,,,
2024-05-01T20:53:00.000Z,,,,sedentary,,,,3,,
,,,,,,24552,62,,,
,,,,,,24612,61,,,
2024-05-01T20:55:00.000Z,,,,sedentary,,,,0,,
2024-05-01T20:56:00.000Z,,,,sedentary,,,,1,,
,,,,,,24732,60,,,
2024-05-01T20:57:00.000Z,,,,sedentary,,,,0,,
,,,,,,24792,58,,,
,,,,,,24852,57,,,
,,,,,,24912,61,,,
2024-05-01T21:00:00.000Z,,,,sedentary,,,,4,,
2024-05-01T21:00:00.000Z,1323.31,1662,632.000,walking,17,,,,1440,
2024-05-01T21:00:00.000Z,,,,,,,,,,
2024-05-01T21:00:00.000Z,,,,,,,,,,
