stress level value,stress level time
-2,2023-09-01T19:15:00.000Z
-2,2023-09-01T19:16:00.000Z
-1,2023-09-01T19:17:00.000Z
57,2023-09-01T19:18:00.000Z
60,2023-09-01T19:19:00.000Z
66,2023-09-01T19:20:00.000Z
63,2023-09-01T19:21:00.000Z
64,2023-09-01T19:22:00.000Z
57,2023-09-01T19:23:00.000Z
72,2023-09-01T19:24:00.000Z
72,2023-09-01T19:25:00.000Z
55,2023-09-01T19:26:00.000Z
57,2023-09-01T19:27:00.000Z
66,2023-09-01T19:28:00.000Z
64,2023-09-01T19:29:00.000Z
76,2023-09-01T19:30:00.000Z
76,2023-09-01T19:31:00.000Z
67,2023-09-01T19:32:00.000Z
63,2023-09-01T19:33:00.000Z
62,2023-09-01T19:34:00.000Z
56,2023-09-01T19:35:00.000Z
76,2023-09-01T19:36:00.000Z
60,2023-09-01T19:37:00.000Z
63,2023-09-01T19:38:00.000Z
54,2023-09-01T19:39:00.000Z
39,2023-09-01T19:40:00.000Z
48,2023-09-01T19:41:00.000Z
66,2023-09-01T19:42:00.000Z
57,2023-09-01T19:43:00.000Z
63,2023-09-01T19:44:00.000Z
75,2023-09-01T19:45:00.000Z
78,2023-09-01T19:46:00.000Z
71,2023-09-01T19:47:00.000Z
63,2023-09-01T19:48:00.000Z
69,2023-09-01T19:49:00.000Z
83,2023-09-01T19:50:00.000Z
66,2023-09-01T19:51:00.000Z
56,2023-09-01T19:52:00.000Z
60,2023-09-01T19:53:00.000Z
66,2023-09-01T19:54:00.000Z
76,2023-09-01T19:55:00.000Z
76,2023-09-01T19:56:00.000Z
87,2023-09-01T19:57:00.000Z
72,2023-09-01T19:58:00.000Z
59,2023-09-01T19:59:00.000Z
62,2023-09-01T20:00:00.000Z
47,2023-09-01T20:01:00.000Z
35,2023-09-01T20:02:00.000Z
38,2023-09-01T20:03:00.000Z
50,2023-09-01T20:04:00.000Z
-1,2023-09-01T20:05:00.000Z
-1,2023-09-01T20:06:00.000Z
39,2023-09-01T20:07:00.000Z
39,2023-09-01T20:08:00.000Z
45,2023-09-01T20:09:00.000Z
38,2023-09-01T20:10:00.000Z
51,2023-09-01T20:11:00.000Z
75,2023-09-01T20:12:00.000Z
54,2023-09-01T20:13:00.000Z
39,2023-09-01T20:14:00.000Z
27,2023-09-01T20:15:00.000Z
36,2023-09-01T20:16:00.000Z
66,2023-09-01T20:17:00.000Z
56,2023-09-01T20:18:00.000Z
71,2023-09-01T20:19:00.000Z
39,2023-09-01T20:20:00.000Z
39,2023-09-01T20:21:00.000Z
60,2023-09-01T20:22:00.000Z
50,2023-09-01T20:23:00.000Z
42,2023-09-01T20:24:00.000Z
40,2023-09-01T20:25:00.000Z
60,2023-09-01T20:26:00.000Z
59,2023-09-01T20:27:00.000Z
60,2023-09-01T20:28:00.000Z
46,2023-09-01T20:29:00.000Z
60,2023-09-01T20:30:00.000Z
66,2023-09-01T20:31:00.000Z
-2,2023-09-01T20:32:00.000Z
75,2023-09-01T20:33:00.000Z
46,2023-09-01T20:34:00.000Z
34,2023-09-01T20:35:00.000Z
30,2023-09-01T20:36:00.000Z
37,2023-09-01T20:37:00.000Z
65,2023-09-01T20:38:00.000Z
60,2023-09-01T20:39:00.000Z
57,2023-09-01T20:40:00.000Z
36,2023-09-01T20:41:00.000Z
28,2023-09-01T20:42:00.000Z
54,2023-09-01T20:43:00.000Z
48,2023-09-01T20:44:00.000Z
72,2023-09-01T20:45:00.000Z
-1,2023-09-01T20:46:00.000Z
45,2023-09-01T20:47:00.000Z
-2,2023-09-01T20:48:00.000Z
-2,2023-09-01T20:49:00.000Z
-2,2023-09-01T20:50:00.000Z
-2,2023-09-01T20:51:00.000Z
-2,2023-09-01T20:52:00.000Z
-2,2023-09-01T20:53:00.000Z
-2,2023-09-01T20:54:00.000Z
-2,2023-09-01T20:55:00.000Z
-2,2023-09-01T20:56:00.000Z
-2,2023-09-01T20:57:00.000Z
-2,2023-09-01T20:58:00.000Z
-2,2023-09-01T20:59:00.000Z
-2,2023-09-01T21:00:00.000Z
