timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent,vigorous activity minutes
2024-05-03T07:50:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,19300,73,,,,,
2024-05-03T07:51:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,19420,86,,,,,
2024-05-03T07:53:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,19480,101,,,,,
,,1350,588.000,walking,15,19480,,1,,,,
,,,,,,19540,105,,,,,
,,0,60.000,generic,4,19540,,6,,,,
,,,,,,19600,104,,,,,
,,1423,630.000,walking,18,19600,,2,,,,
,,,,,,19660,96,,,,,
2024-05-03T07:58:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,19780,97,,,,,
,,1444,662.000,walking,19,19780,,1,,,,
,,,,,,19840,98,,,,,
2024-05-03T08:00:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,19900,94,,,,,
2024-05-03T08:02:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,20020,95,,,,,
,,,,,,20080,94,,,,,
,,,,,,20140,105,,,,,
,,,,,,20200,94,,,,,
,,1576,770.000,walking,25,20200,,1,,,,
,,,,,,20260,96,,,,,
,,,,,,20320,99,,,,,
2024-05-03T08:09:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,20440,101,,,,,
,,,,,,20500,96,,,,,
,,,,,,20560,95,,,,,
,,,,,,20620,107,,,,,
,,,,,,20680,111,,,,,
,,1929,1054.000,walking,46,20740,,1,,,,
,,,,,,20860,95,,,,,
,,1972,1142.000,walking,51,20860,,1,,,,
,,,,,,20920,102,,,,,
2024-05-03T08:18:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,20980,96,,,,,
,,1982,1143.000,walking,51,20980,,3,,,,
,,,,,,21040,94,,,,,
2024-05-03T08:20:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,21100,86,,,,,
,,,,,,21160,85,,,,,
,,2008,1150.000,walking,51,21160,,2,,,,
,,,,,,21220,101,,,,,
2024-05-03T08:23:00.000Z,,,,sedentary,,,,5,,,,
,,2028,1182.000,walking,54,21280,,0,,,,
,,,,,,21340,112,,,,,
,,0,120.000,generic,8,21340,,5,,,,
,,,,,,21400,103,,,,,
,,,,,,21460,93,,,,,
,,,,,,21520,81,,,,,
,,2067,1273.000,walking,58,21520,,0,,,,
,,,,,,21580,89,,,,,
,,,,,,21640,72,,,,,
,,,,,,21700,71,,,,,
,,,,,,21760,69,,,,,
,,,,,,21820,80,,,,,
,,,,,,21880,72,,,,,
,,,,,,21940,67,,,,,
2024-05-03T08:35:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,22000,71,,,,,
2024-05-03T08:36:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,22060,68,,,,,
,,,,,,22120,76,,,,,
,,,,,,22180,78,,,,,
,,,,,,22240,64,,,,,
,,,,,,22300,68,,,,,
,,,,,,22360,65,,,,,
,,,,,,22420,72,,,,,
,,,,,,22480,74,,,,,
,,,,,,22540,83,,,,,
,,,,,,22660,91,,,,,
,,,,,,22720,80,,,,,
,,,,,,22780,71,,,,,
,,,,,,22840,73,,,,,
,,,,,,22900,76,,,,,
,,,,,,23020,71,,,,,
,,,,,,23080,77,,,,,
,,,,,,23140,75,,,,,
,,,,,,23200,74,,,,,
,,,,,,23260,77,,,,,
,,,,,,23320,75,,,,,
,,,,,,23380,68,,,,,
2024-05-03T08:59:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,23440,70,,,,,
,,2074,1275.000,walking,58,23440,,1,,,,
,,,,,,23500,87,,,,,
,,,,,,23560,80,,,,,
,,,,,,23620,77,,,,,
,,,,,,23680,80,,,,,
,,,,,,23740,82,,,,,
,,,,,,23800,80,,,,,
,,,,,,23860,76,,,,,
,,,,,,23920,75,,,,,
,,,,,,23980,79,,,,,
2024-05-03T09:09:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,24040,80,,,,,
,,,,,,24100,82,,,,,
,,2095,1280.000,walking,58,24100,,4,,,,
,,,,,,24160,73,,,,,
,,,,,,24220,74,,,,,
,,,,,,24280,69,,,,,
2024-05-03T09:14:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,24340,73,,,,,
2024-05-03T09:15:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,24400,72,,,,,
,,,,,,24460,81,,,,,
2024-05-03T09:17:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,24520,91,,,,,
,,2127,1293.000,walking,59,24580,,1,,,,
,,,,,,24640,101,,,,,
,,,,,,24700,85,,,,,
,,,,,,24760,78,,,,,
,,,,,,24820,74,,,,,
2024-05-03T09:23:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,24880,84,,,,,
,,,,,,24940,89,,,,,
,,,,,,25000,88,,,,,
,,2244,1339.000,walking,62,25000,,3,,,,
,,,,,,25060,89,,,,,
,,,,,,25120,81,,,,,
,,,,,,25180,74,,,,,
,,,,,,25240,75,,,,,
,,,,,,25300,83,,,,,
,,,,,,25360,76,,,,,
,,,,,,25420,67,,,,,
,,,,,,25480,68,,,,,
,,,,,,25540,74,,,,,
,,,,,,25600,78,,,,,
2024-05-03T09:36:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,25660,80,,,,,
,,2259,1346.000,walking,62,25660,,1,,,,
,,,,,,25720,85,,,,,
2024-05-03T09:39:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,25840,83,,,,,
,,2278,1358.000,walking,62,25840,,0,,,,
,,,,,,25900,80,,,,,
2024-05-03T09:41:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,25960,74,,,,,
,,2289,1361.000,walking,62,25960,,1,,,,
,,,,,,26020,78,,,,,
,,,,,,26080,75,,,,,
,,,,,,26140,73,,,,,
,,,,,,26200,72,,,,,
,,,,,,26260,74,,,,,
,,,,,,26320,73,,,,,
2024-05-03T09:48:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,26380,89,,,,,
,,2307,1399.000,walking,64,26380,,1,,,,
,,,,,,26440,107,,,,,
,,,,,,26500,102,,,,,
,,,,,,26560,107,,,,,
,,0,300.000,generic,20,26560,,6,,,,
,,,,,,26620,96,,,,,
2024-05-03T09:53:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,26680,87,,,,,
,,2320,1403.000,walking,64,26680,,2,,,,
,,,,,,26740,86,,,,,
,,,,,,26800,100,,,,,
2024-05-03T09:56:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,26860,107,,,,,
,,,,,,26920,93,,,,,
,,2345,1491.000,walking,69,26920,,0,,,,
,,,,,,26980,92,,,,,
2024-05-03T09:59:00.000Z,,,,sedentary,,,,6,,,,
,,2376,1504.000,walking,69,27040,,2,,,,
,,,,,,27100,93,,,,,
,,,,,,27160,92,,,,,
,,2538,1552.000,walking,72,27160,,5,,,,
,,,,,,27220,90,,,,,
2024-05-03T10:03:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,27280,85,,,,,
,,,,,,27340,90,,,,,
,,2592,1573.000,walking,73,27340,,2,,,,
,,,,,,27400,88,,,,,
2024-05-03T10:06:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,27460,85,,,,,
,,,,,,27520,90,,,,,
,,2681,1609.000,walking,74,27520,,3,,,,
,,,,,,27580,99,,,,,
2024-05-03T10:10:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,27700,103,,,,,
,,0,332.000,generic,22,27700,,6,,,,
,,,,,,27760,105,,,,,
,,2772,1729.000,walking,82,27820,,1,,,,
,,,,,,27880,104,,,,,
,,0,392.000,generic,26,27880,,6,,,,
,,,,,,27940,105,,,,,
,,2807,1789.000,walking,85,27940,,1,,,,
,,,,,,28000,109,,,,,
,,,,,,28060,108,,,,,
,,,,,,28120,106,,,,,
,,,,,,28180,105,,,,,
,,0,632.000,generic,42,28180,,6,,,,
,,,,,,28240,108,,,,,
,,,,,,28300,111,,,,,
,,2887,1909.000,walking,94,28300,,1,,,,
,,,,,,28360,110,,,,,
,,0,692.000,generic,46,28360,,1,,,,
,,,,,,28420,90,,,,,
,,2898,1937.000,walking,95,28420,,0,,,,
,,,,,,28480,93,,,,,
,,,,,,28540,86,,,,,
2024-05-03T10:25:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,28600,78,,,,,
,,,,,,28660,82,,,,,
,,2960,1963.000,walking,96,28660,,2,,,,
,,,,,,28720,91,,,,,
,,,,,,28780,93,,,,,
2024-05-03T10:29:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,28840,94,,,,,
,,2970,1967.000,walking,96,28840,,1,,,,
,,,,,,28900,90,,,,,
2024-05-03T10:31:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,28960,88,,,,,
,,,,,,29020,92,,,,,
,,3021,1990.000,walking,97,29020,,1,,,,
,,,,,,29080,94,,,,,
,,,,,,29140,89,,,,,
2024-05-03T10:35:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,29200,90,,,,,
,,3050,2003.000,walking,97,29200,,1,,,,
,,,,,,29320,89,,,,,
,,,,,,29380,90,,,,,
2024-05-03T10:39:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,29440,94,,,,,
,,3061,2035.000,walking,99,29440,,0,,,,
,,,,,,29500,101,,,,,
,,0,720.000,generic,47,29500,,5,,,,
,,,,,,29560,95,,,,,
,,,,,,29620,99,,,,,
,,,,,,29680,94,,,,,
,,,,,,29740,91,,,,,
,,,,,,29800,97,,,,,
,,,,,,29860,96,,,,,
,,,,,,29920,95,,,,,
,,,,,,29980,98,,,,,
2024-05-03T10:49:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,30040,99,,,,,
,,3075,2041.000,walking,99,30040,,1,,,,
,,,,,,30100,102,,,,,
,,,,,,30160,103,,,,,
,,0,812.000,generic,52,30160,,5,,,,
,,,,,,30220,95,,,,,
,,,,,,30280,91,,,,,
2024-05-03T10:54:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,30340,90,,,,,
,,3083,2044.000,walking,99,30340,,1,,,,
,,,,,,30460,93,,,,,
,,,,,,30580,88,,,,,
2024-05-03T10:59:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,30640,97,,,,,
,,3092,2046.000,walking,100,30640,,2,,,,
,,,,,,30700,88,,,,,
,,3103,2050.000,walking,100,30700,,1,,,,
,,,,,,30760,92,,,,,
,,,,,,30820,89,,,,,
,,,,,,30880,90,,,,,
2024-05-03T11:04:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,30940,87,,,,,
,,,,,,31000,91,,,,,
,,3119,2055.000,walking,100,31000,,0,,,,
,,,,,,31060,89,,,,,
2024-05-03T11:07:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,31120,93,,,,,
,,3126,2057.000,walking,100,31120,,0,,,,
,,,,,,31180,86,,,,,
2024-05-03T11:09:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,31240,90,,,,,
,,3145,2062.000,walking,100,31240,,2,,,,
,,,,,,31300,88,,,,,
,,,,,,31360,89,,,,,
,,,,,,31480,95,,,,,
2024-05-03T11:14:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,31540,91,,,,,
,,3154,2065.000,walking,100,31540,,1,,,,
2024-05-03T11:16:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,31660,88,,,,,
,,3165,2069.000,walking,100,31660,,1,,,,
,,,,,,31720,98,,,,,
,,,,,,31780,93,,,,,
,,,,,,31840,89,,,,,
,,,,,,31900,86,,,,,
2024-05-03T11:21:00.000Z,,,,sedentary,,,,4,,,,
,,3181,2073.000,walking,100,31960,,4,,,,
,,,,,,32020,88,,,,,
,,,,,,32080,98,,,,,
,,,,,,32140,88,,,,,
,,,,,,32200,92,,,,,
,,,,,,32260,89,,,,,
2024-05-03T11:27:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,32320,91,,,,,
,,3202,2077.000,walking,101,32320,,2,,,,
,,,,,,32380,87,,,,,
,,,,,,32440,85,,,,,
,,,,,,32500,86,,,,,
,,,,,,32560,87,,,,,
,,,,,,32620,85,,,,,
,,,,,,32740,88,,,,,
,,,,,,32800,87,,,,,
,,,,,,32860,88,,,,,
,,,,,,32920,89,,,,,
,,,,,,32980,91,,,,,
,,,,,,33040,88,,,,,
,,,,,,33160,87,,,,,
,,,,,,33220,89,,,,,
,,,,,,33280,85,,,,,
,,,,,,33340,90,,,,,
,,,,,,33400,92,,,,,
2024-05-03T11:46:00.000Z,,,,sedentary,,,,4,,,,
,,3209,2079.000,walking,101,33460,,1,,,,
,,,,,,33520,91,,,,,
,,,,,,33580,88,,,,,
2024-05-03T11:49:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,33640,87,,,,,
,,,,,,33700,86,,,,,
,,3258,2104.000,walking,102,33700,,1,,,,
,,,,,,33760,89,,,,,
,,,,,,33820,87,,,,,
2024-05-03T11:53:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,33940,88,,,,,
,,,,,,34000,85,,,,,
,,3307,2120.000,walking,102,34000,,2,,,,
,,,,,,34120,86,,,,,
,,,,,,34180,87,,,,,
,,,,,,34240,85,,,,,
2024-05-03T12:00:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,34300,90,,,,,
,,,,,,34360,87,,,,,
2024-05-03T12:02:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,34420,92,,,,,
,,3320,2124.000,walking,102,34420,,1,,,,
,,,,,,34480,100,,,,,
,,,,,,34540,91,,,,,
,,,,,,34600,87,,,,,
2024-05-03T12:06:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,34660,96,,,,,
,,3340,2131.000,walking,103,34660,,2,,,,
,,,,,,34720,100,,,,,
,,,,,,34780,99,,,,,
2024-05-03T12:09:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,34840,104,,,,,
,,,,,,34900,103,,,,,
,,,,,,34960,106,,,,,
,,,,,,35020,108,,,,,
,,3497,2348.000,walking,116,35020,,1,,,,
,,,,,,35080,99,,,,,
,,,,,,35140,89,,,,,
,,,,,,35200,88,,,,,
,,,,,,35260,81,,,,,
,,,,,,35320,79,,,,,
,,,,,,35380,81,,,,,
,,,,,,35440,83,,,,,
,,,,,,35500,87,,,,,
,,,,,,35560,91,,,,,
,,,,,,35620,88,,,,,
2024-05-03T12:23:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,35680,82,,,,,
,,3516,2354.000,walking,117,35680,,3,,,,
,,,,,,35740,84,,,,,
,,,,,,35800,85,,,,,
,,,,,,35860,90,,,,,
,,,,,,35920,100,,,,,
,,,,,,35980,99,,,,,
2024-05-03T12:29:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,36040,100,,,,,
,,3569,2390.000,walking,119,36040,,1,,,,
,,,,,,36044,,,,6.096,,
,,,,,,36064,,,,0.685,,
,,,,,,36100,121,,,,,
,,,,,,36100,,,,,,1
,,,,,,36159,,,,,4.607,
,,,,,,36160,122,,,,,
,,,,,,36179,,,,,1.618,
,,,,,,36209,,,,6.032,,
,,,,,,36220,115,,,,,
,,3701,2570.000,walking,139,36220,,1,,,,
,,,,,,36224,,,,0.436,,
,,,,,,36280,120,,,,,
,,,,,,36340,107,,,,,
,,0,932.000,generic,61,36340,,5,,,,
,,,,,,36400,86,,,,,
2024-05-03T12:36:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,36460,77,,,,,
2024-05-03T12:37:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,36520,81,,,,,
2024-05-03T12:38:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,36580,95,,,,,
,,3731,2606.000,walking,141,36580,,1,,,,
,,,,,,36640,102,,,,,
,,0,960.000,generic,62,36640,,5,,,,
,,,,,,36700,99,,,,,
,,,,,,36760,100,,,,,
2024-05-03T12:42:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,36820,101,,,,,
,,,,,,36880,105,,,,,
,,0,1080.000,generic,69,36880,,6,,,,
,,,,,,36940,101,,,,,
,,3757,2666.000,walking,144,36940,,0,,,,
,,,,,,37000,103,,,,,
,,3758,2726.000,walking,148,37000,,0,,,,
,,0,1140.000,generic,72,37060,,5,,,,
,,,,,,37120,92,,,,,
,,,,,,37180,91,,,,,
,,,,,,37240,99,,,,,
2024-05-03T12:50:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,37300,101,,,,,
,,0,1168.000,generic,73,37300,,6,,,,
,,,,,,37360,103,,,,,
,,,,,,37420,101,,,,,
,,3805,2818.000,walking,152,37420,,0,,,,
,,,,,,37480,102,,,,,
,,,,,,37540,103,,,,,
,,,,,,37600,105,,,,,
,,0,1348.000,generic,82,37600,,6,,,,
,,,,,,37660,106,,,,,
,,3818,2878.000,walking,155,37660,,0,,,,
,,,,,,37720,102,,,,,
,,0,1408.000,generic,85,37720,,6,,,,
,,,,,,37780,104,,,,,
,,3837,2938.000,walking,158,37780,,0,,,,
,,,,,,37840,105,,,,,
,,0,1468.000,generic,88,37840,,5,,,,
,,,,,,37900,100,,,,,
,,3857,2973.000,walking,160,37900,,0,,,,
,,,,,,37960,98,,,,,
2024-05-03T13:02:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,38014,,,,,3.044,
,,,,,,38020,80,,,,,
,,,,,,38080,96,,,,,
,,,,,,38140,98,,,,,
,,3970,3017.000,walking,161,38140,,3,,,,
,,,,,,38144,,,,3.083,,
,,,,,,38200,99,,,,,
,,,,,,38260,72,,,,,
2024-05-03T13:07:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,38320,68,,,,,
,,,,,,38380,70,,,,,
2024-05-03T13:09:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,38440,73,,,,,
,,,,,,38500,80,,,,,
,,,,,,38560,73,,,,,
,,,,,,38620,72,,,,,
2024-05-03T13:13:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,38680,83,,,,,
,,3980,3021.000,walking,161,38680,,1,,,,
,,,,,,38740,77,,,,,
,,,,,,38800,66,,,,,
,,,,,,38860,65,,,,,
,,,,,,38920,73,,,,,
,,,,,,38980,68,,,,,
,,,,,,39040,64,,,,,
,,,,,,39100,68,,,,,
,,,,,,39160,71,,,,,
,,,,,,39220,68,,,,,
,,,,,,39280,66,,,,,
,,,,,,39340,65,,,,,
,,,,,,39400,72,,,,,
2024-05-03T13:26:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,39460,69,,,,,
,,,,,,39520,65,,,,,
,,,,,,39640,69,,,,,
,,,,,,39700,67,,,,,
,,,,,,39760,63,,,,,
,,,,,,39820,67,,,,,
,,,,,,39880,66,,,,,
,,,,,,39940,64,,,,,
,,,,,,40000,65,,,,,
,,,,,,40060,64,,,,,
,,,,,,40120,65,,,,,
,,,,,,40180,63,,,,,
,,,,,,40240,61,,,,,
2024-05-03T13:40:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,40300,63,,,,,
2024-05-03T13:41:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,40360,61,,,,,
,,,,,,40420,59,,,,,
,,,,,,40540,61,,,,,
,,,,,,40600,60,,,,,
,,,,,,40660,59,,,,,
,,,,,,40780,61,,,,,
,,,,,,40840,60,,,,,
,,,,,,40900,61,,,,,
,,,,,,40960,58,,,,,
,,,,,,41020,61,,,,,
,,,,,,41080,60,,,,,
,,,,,,41140,59,,,,,
,,,,,,41320,60,,,,,
,,,,,,41380,59,,,,,
,,,,,,41440,61,,,,,
2024-05-03T14:00:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,41500,60,,,,,
,,,,,,41560,59,,,,,
,,,,,,41620,61,,,,,
,,,,,,41680,60,,,,,
,,,,,,41740,61,,,,,
,,,,,,41800,60,,,,,
,,,,,,41860,59,,,,,
,,,,,,42040,57,,,,,
,,,,,,42100,59,,,,,
,,,,,,42160,58,,,,,
,,,,,,42280,56,,,,,
,,,,,,42520,54,,,,,
,,,,,,42580,55,,,,,
,,,,,,42640,56,,,,,
2024-05-03T14:21:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,42760,55,,,,,
2024-05-03T14:22:00.000Z,,,,sedentary,,,,1,,,,
,,,,,,42820,68,,,,,
,,,,,,42880,64,,,,,
,,,,,,42940,57,,,,,
,,,,,,43000,61,,,,,
,,,,,,43060,54,,,,,
,,,,,,43120,55,,,,,
,,,,,,43180,52,,,,,
2024-05-03T14:30:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,43360,68,,,,,
2024-05-03T14:32:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,43420,59,,,,,
,,,,,,43480,61,,,,,
,,,,,,43540,57,,,,,
,,,,,,43660,55,,,,,
,,,,,,43780,56,,,,,
,,,,,,43840,57,,,,,
,,,,,,43900,58,,,,,
,,,,,,43960,59,,,,,
,,,,,,44020,63,,,,,
,,,,,,44080,62,,,,,
,,,,,,44140,56,,,,,
,,,,,,44200,57,,,,,
,,,,,,44260,59,,,,,
,,,,,,44320,58,,,,,
2024-05-03T14:49:00.000Z,,,,sedentary,,,,0,,,,
2024-05-03T14:50:00.000Z,,,,sedentary,,,,1,,,,
,,,,,,44500,57,,,,,
2024-05-03T14:51:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,44560,62,,,,,
2024-05-03T14:52:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,44620,61,,,,,
,,,,,,44680,56,,,,,
,,,,,,44740,55,,,,,
2024-05-03T14:55:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,44800,60,,,,,
2024-05-03T14:56:00.000Z,,,,sedentary,,,,1,,,,
,,,,,,44860,55,,,,,
2024-05-03T14:57:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,44920,56,,,,,
2024-05-03T14:58:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,44980,64,,,,,
2024-05-03T15:00:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,45160,71,,,,,
,,,,,,45220,74,,,,,
,,,,,,45280,68,,,,,
,,,,,,45340,71,,,,,
,,,,,,45400,70,,,,,
,,,,,,45460,74,,,,,
2024-05-03T15:07:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,45520,101,,,,,
,,0,1500.000,generic,91,45520,,4,,,,
,,,,,,45580,100,,,,,
,,,,,,45640,90,,,,,
,,,,,,45700,79,,,,,
,,,,,,45760,76,,,,,
,,,,,,45820,75,,,,,
,,,,,,45880,68,,,,,
,,,,,,45940,66,,,,,
,,,,,,46000,62,,,,,
,,,,,,46060,64,,,,,
,,,,,,46120,63,,,,,
,,,,,,46180,65,,,,,
,,,,,,46240,70,,,,,
,,,,,,46300,66,,,,,
,,,,,,46360,63,,,,,
,,,,,,46420,65,,,,,
,,,,,,46480,60,,,,,
,,,,,,46540,72,,,,,
,,,,,,46600,64,,,,,
,,,,,,46660,59,,,,,
,,,,,,46720,66,,,,,
2024-05-03T15:28:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,46780,68,,,,,
,,3996,3025.000,walking,161,46780,,3,,,,
,,,,,,46840,74,,,,,
,,,,,,46900,71,,,,,
,,,,,,46960,72,,,,,
,,,,,,47020,80,,,,,
,,,,,,47080,73,,,,,
,,,,,,47140,76,,,,,
,,,,,,47200,80,,,,,
,,,,,,47260,60,,,,,
,,,,,,47380,65,,,,,
,,,,,,47440,59,,,,,
,,,,,,47500,60,,,,,
,,,,,,47560,58,,,,,
,,,,,,47620,59,,,,,
,,,,,,47680,58,,,,,
,,,,,,47740,57,,,,,
,,,,,,47800,58,,,,,
,,,,,,47860,57,,,,,
,,,,,,47920,52,,,,,
,,,,,,47980,57,,,,,
,,,,,,48040,68,,,,,
2024-05-03T15:50:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,48100,72,,,,,
,,,,,,48160,83,,,,,
,,4043,3042.000,walking,162,48220,,2,,,,
,,,,,,48280,66,,,,,
2024-05-03T15:54:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,48340,62,,,,,
,,,,,,48400,69,,,,,
,,4094,3061.000,walking,162,48400,,2,,,,
,,,,,,48460,86,,,,,
,,,,,,48520,90,,,,,
2024-05-03T15:58:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,48580,0,,,,,
2024-05-03T16:00:00.000Z,,,,sedentary,,,,0,,,,
2024-05-03T16:01:00.000Z,,,,sedentary,,,,0,,,,
2024-05-03T16:02:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,49540,0,,,,,
,,,,,,50500,0,,,,,
,,,,,,51460,0,,,,,
2024-05-03T17:00:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,52420,0,,,,,
,,,,,,53380,0,,,,,
,,,,,,54340,0,,,,,
,,,,,,55300,0,,,,,
2024-05-03T18:00:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,56260,0,,,,,
,,,,,,57220,0,,,,,
,,,,,,58180,0,,,,,
,,,,,,59140,0,,,,,
2024-05-03T19:00:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,60100,0,,,,,
,,,,,,61060,0,,,,,
,,,,,,62020,0,,,,,
,,,,,,62980,0,,,,,
2024-05-03T20:00:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,63940,0,,,,,
,,,,,,64900,0,,,,,
,,,,,,324,0,,,,,
2024-05-03T21:00:00.000Z,,,,sedentary,,,,0,,,,
2024-05-03T21:00:00.000Z,0.00,0,1500.000,generic,91,,,,1440,,,
2024-05-03T21:00:00.000Z,3259.64,4094,3061.000,walking,162,,,,1440,,,
2024-05-03T21:00:00.000Z,14.33,12,6.000,running,0,,,,1440,,,
2024-05-03T21:00:00.000Z,,,,,,,,,,,,
2024-05-03T21:00:00.000Z,,,,,,,,,,,,
